2023-03-14 15:08:02;0.36042900
2023-03-14 15:12:03;0.36147700
2023-03-14 15:16:03;0.36147700
2023-03-14 15:20:03;0.36147700
2023-03-14 15:24:02;0.36526200
2023-03-14 15:28:02;0.36526200
2023-03-14 15:32:02;0.36526200
2023-03-14 15:36:04;0.36574900
2023-03-14 15:40:02;0.36574900
2023-03-14 15:44:02;0.36574900
2023-03-14 15:48:03;0.36525900
2023-03-14 15:52:02;0.36513600
2023-03-14 15:56:02;0.36513600
2023-03-14 16:00:02;0.36513600
2023-03-14 16:04:02;0.36903100
2023-03-14 16:08:02;0.36680000
2023-03-14 16:12:03;0.36680000
2023-03-14 16:16:02;0.36680000
2023-03-14 16:20:03;0.36847400
2023-03-14 16:24:02;0.36847400
2023-03-14 16:28:04;0.36720000
2023-03-14 16:32:04;0.36720000
2023-03-14 16:36:02;0.36720000
2023-03-14 16:40:02;0.36578900
2023-03-14 16:44:04;0.36578900
2023-03-14 16:48:02;0.36578900
2023-03-14 16:52:03;0.36542200
2023-03-14 16:56:03;0.36542200
2023-03-14 17:00:02;0.36542200
2023-03-14 17:04:02;0.36654800
2023-03-14 17:08:03;0.36654800
2023-03-14 17:12:02;0.36491100
2023-03-14 17:16:02;0.36491100
2023-03-14 17:20:02;0.36491100
2023-03-14 17:24:03;0.36491100
2023-03-14 17:28:02;0.36491100
2023-03-14 17:32:02;0.36491100
2023-03-14 17:36:02;0.36060000
2023-03-14 17:40:02;0.36060000
2023-03-14 17:44:03;0.36060000
2023-03-14 17:48:02;0.36060000
2023-03-14 17:52:02;0.36060000
2023-03-14 17:56:02;0.36250200
2023-03-14 18:00:02;0.36250200
2023-03-14 18:04:04;0.36250200
2023-03-14 18:08:02;0.36220700
2023-03-14 18:12:02;0.36220700
2023-03-14 18:16:02;0.36220700
2023-03-14 18:20:02;0.36139500
2023-03-14 18:24:02;0.36139500
2023-03-14 18:28:02;0.36139500
2023-03-14 18:32:04;0.36072700
2023-03-14 18:36:02;0.36072700
2023-03-14 18:40:02;0.36031600
2023-03-14 18:44:02;0.36031600
2023-03-14 18:48:04;0.36031600
2023-03-14 18:52:03;0.35900000
2023-03-14 18:56:02;0.35900000
2023-03-14 19:00:03;0.35900000
2023-03-14 19:04:02;0.36020500
2023-03-14 19:08:03;0.36020500
2023-03-14 19:12:05;0.36020500
2023-03-14 19:16:03;0.36020500
2023-03-14 19:20:03;0.36020500
2023-03-14 19:24:02;0.35680000
2023-03-14 19:28:04;0.35680000
2023-03-14 19:32:02;0.35680000
2023-03-14 19:36:03;0.35924600
2023-03-14 19:40:02;0.35924600
2023-03-14 19:44:02;0.35948800
2023-03-14 19:48:03;0.35948800
2023-03-14 19:52:02;0.35948800
2023-03-14 19:56:02;0.35340000
2023-03-14 20:00:02;0.35358300
2023-03-14 20:04:02;0.35358300
2023-03-14 20:08:02;0.35358300
2023-03-14 20:12:05;0.35440400
2023-03-14 20:16:03;0.35440400
2023-03-14 20:20:02;0.35440400
2023-03-14 20:24:02;0.34782200
2023-03-14 20:28:03;0.34782200
2023-03-14 20:32:03;0.34782200
2023-03-14 20:36:02;0.34782200
2023-03-14 20:40:03;0.34656000
2023-03-14 20:44:02;0.34656000
2023-03-14 20:48:03;0.34656000
2023-03-14 20:52:03;0.34715100
2023-03-14 20:56:03;0.34715100
2023-03-14 21:00:03;0.34820700
2023-03-14 21:04:02;0.34820700
2023-03-14 21:08:03;0.34820700
2023-03-14 21:12:04;0.35008000
2023-03-14 21:16:02;0.35008000
2023-03-14 21:20:03;0.35008000
2023-03-14 21:24:05;0.35008000
2023-03-14 21:28:02;0.35008000
2023-03-14 21:32:04;0.35008000
2023-03-14 21:36:02;0.35008000
2023-03-14 21:40:03;0.35008000
2023-03-14 21:44:03;0.35008000
2023-03-14 21:48:04;0.34865100
2023-03-14 21:52:03;0.34865100
2023-03-14 21:56:03;0.34865100
2023-03-14 22:00:03;0.34576500
2023-03-14 22:04:03;0.34576500
2023-03-14 22:08:02;0.34576500
2023-03-14 22:12:03;0.34556600
2023-03-14 22:16:03;0.34556600
2023-03-14 22:20:03;0.34556600
